N° Adresse;N° Article ;N° Ingenieur Commercial;Date facturation ;Date livraison ;N° de facture ;N° commande;Desc article;Quantite;Qte ouverte;Commande Ouverte;Chiffre Affaire;Montant;Rupture de stock;Cout;Marge;N° Client 
6;231;16;05/11/2017;03/02/2022;2467;14071;Pour vente ;2176;75; Pour vente;276931,00;7408807,00;Non;11350,00;1125,00;19258030
20;172;11;06/11/2017;04/02/2022;3635;19864;Pour vente ;1074;84; Pour vente;267921,00;5735101,00;Non;17651,00;1819,00;10003802
19;223;13;07/11/2017;05/02/2022;3703;10792;Pour vente ;689;23; Pour vente;299046,00;6467880,00;Non;11529,00;1450,00;14359143
2;179;17;08/11/2017;06/02/2022;2054;13337;Pour vente ;1761;98; Pour vente;252453,00;5110791,00;Non;16982,00;1288,00;12365753
18;129;13;09/11/2017;07/02/2022;1722;15086;Pour vente ;2221;28; Pour vente;295184,00;4152951,00;Non;17729,00;1524,00;13037057
1;79;12;10/11/2017;08/02/2022;3101;19297;Pour vente ;1796;81; Pour vente;258577,00;6037655,00;Non;11357,00;1206,00;11430172
17;28;10;11/11/2017;09/02/2022;3249;13573;Pour vente ;1214;74; Pour vente;284081,00;4991329,00;Non;19096,00;1609,00;11401415
19;17;14;12/11/2017;10/02/2022;1382;19823;Pour vente ;1813;33; Pour vente;294255,00;5732607,00;Non;17269,00;1093,00;12217987
5;25;13;13/11/2017;11/02/2022;2553;13997;Pour vente ;1399;46; Pour vente;291921,00;4763221,00;Non;17560,00;1783,00;16537646
4;81;18;14/11/2017;12/02/2022;3229;17992;Pour vente ;1635;89; Pour vente;283127,00;6784231,00;Non;10776,00;1691,00;17811133
10;116;17;15/11/2017;13/02/2022;2572;14849;Pour vente ;2284;88; Pour vente;292857,00;6244740,00;Non;19536,00;1595,00;14227165
15;173;10;16/11/2017;14/02/2022;1818;19311;Pour vente ;2129;54; Pour vente;267093,00;6664629,00;Non;14784,00;1882,00;13638193
6;202;13;17/11/2017;15/02/2022;1380;16150;Pour vente ;494;68; Pour vente;260593,00;7195439,00;Non;13813,00;1068,00;18858923
11;33;11;18/11/2017;16/02/2022;3253;17899;Pour vente ;1701;78; Pour vente;298419,00;2493659,00;Non;17677,00;1724,00;18142774
9;80;14;19/11/2017;17/02/2022;2533;17628;Pour vente ;475;61; Pour vente;297371,00;2532819,00;Non;11038,00;1635,00;14841606
13;123;18;20/11/2017;18/02/2022;3082;15269;Pour vente ;1803;87; Pour vente;270324,00;6869168,00;Non;17686,00;1424,00;10933154
15;141;19;21/11/2017;19/02/2022;2866;19778;Pour vente ;2181;90; Pour vente;283180,00;2571013,00;Non;10095,00;1661,00;13577981
20;176;14;22/11/2017;20/02/2022;1809;11449;Pour vente ;196;43; Pour vente;273879,00;4701157,00;Non;14322,00;1932,00;19511302
18;241;20;23/11/2017;21/02/2022;2853;15619;Pour vente ;1045;67; Pour vente;268820,00;3247911,00;Non;11167,00;1952,00;11100042
11;220;16;24/11/2017;22/02/2022;3309;18393;Pour vente ;2503;98; Pour vente;271156,00;6226772,00;Non;15288,00;1290,00;18361394
4;248;13;25/11/2017;23/02/2022;3639;18268;Pour vente ;2382;34; Pour vente;250112,00;4756714,00;Non;12098,00;1882,00;19325675
13;163;20;26/11/2017;24/02/2022;1980;19492;Pour vente ;1101;86; Pour vente;289229,00;6467167,00;Non;17508,00;1336,00;13791711
1;149;12;27/11/2017;25/02/2022;2251;13893;Pour vente ;1994;87; Pour vente;288711,00;4103584,00;Non;19668,00;1975,00;16842712
9;198;15;28/11/2017;26/02/2022;3223;19885;Pour vente ;517;98; Pour vente;285789,00;6259809,00;Non;12371,00;1030,00;17667561
10;238;10;29/11/2017;27/02/2022;1506;13212;Pour vente ;2341;87; Pour vente;294084,00;4905180,00;Non;15165,00;1794,00;17998351
2;150;10;30/11/2017;28/02/2022;3740;11097;Pour vente ;2464;49; Pour vente;293508,00;3067767,00;Non;13294,00;1380,00;17165177
8;36;17;01/12/2017;01/03/2022;1900;18204;Pour vente ;1934;60; Pour vente;275491,00;3781334,00;Non;15275,00;1995,00;19000788
15;252;12;02/12/2017;02/03/2022;1400;18711;Pour vente ;445;100; Pour vente;299871,00;6504969,00;Non;10865,00;1719,00;16029503
9;114;11;03/12/2017;03/03/2022;2103;15758;Pour vente ;590;82; Pour vente;264741,00;4808585,00;Non;11726,00;1710,00;18787842
3;122;16;04/12/2017;04/03/2022;3607;10560;Pour vente ;839;80; Pour vente;272870,00;6357657,00;Non;12190,00;1610,00;18593620
20;160;14;05/12/2017;05/03/2022;1961;14663;Pour vente ;758;47; Pour vente;251032,00;3520286,00;Non;12709,00;1650,00;10162681
17;159;13;06/12/2017;06/03/2022;1575;15437;Pour vente ;1269;59; Pour vente;296234,00;3857855,00;Non;17688,00;1172,00;15362415
16;50;15;07/12/2017;07/03/2022;1570;16130;Pour vente ;2385;27; Pour vente;273264,00;3867872,00;Non;14966,00;1008,00;13770324
16;54;20;08/12/2017;08/03/2022;1501;11868;Pour vente ;1477;79; Pour vente;283239,00;6550886,00;Non;17162,00;1872,00;16951631
7;242;16;09/12/2017;09/03/2022;2996;18593;Pour vente ;1940;30; Pour vente;270105,00;5056495,00;Non;19772,00;1663,00;17479711
15;144;18;10/12/2017;10/03/2022;2038;18064;Pour vente ;2094;29; Pour vente;261963,00;5420865,00;Non;12297,00;1403,00;10303606
9;255;13;11/12/2017;11/03/2022;1790;10488;Pour vente ;1804;77; Pour vente;262479,00;5884388,00;Non;11270,00;1645,00;10854070
6;29;18;12/12/2017;12/03/2022;3689;11560;Pour vente ;2400;37; Pour vente;262410,00;7407715,00;Non;12237,00;1560,00;11455104
5;205;15;13/12/2017;13/03/2022;2563;18691;Pour vente ;788;56; Pour vente;267084,00;2402152,00;Non;11512,00;1774,00;11052487
13;70;19;14/12/2017;14/03/2022;2119;11697;Pour vente ;1004;51; Pour vente;295852,00;3551866,00;Non;12979,00;1062,00;19361495
12;199;11;15/12/2017;15/03/2022;2734;19968;Pour vente ;2520;23; Pour vente;267292,00;2533172,00;Non;13000,00;1716,00;12632416
6;59;15;16/12/2017;16/03/2022;3601;15231;Pour vente ;1450;40; Pour vente;287784,00;7901535,00;Non;14682,00;1346,00;11951549
7;100;17;17/12/2017;17/03/2022;3839;16165;Pour vente ;500;81; Pour vente;254424,00;5669842,00;Non;14098,00;1809,00;15426812
19;86;15;18/12/2017;18/03/2022;3579;14235;Pour vente ;1894;31; Pour vente;283851,00;7772524,00;Non;10014,00;1712,00;17598766
2;235;12;19/12/2017;19/03/2022;2574;18468;Pour vente ;729;87; Pour vente;288323,00;6912993,00;Non;10401,00;1291,00;14259007
14;88;13;20/12/2017;20/03/2022;2673;12680;Pour vente ;2039;62; Pour vente;276974,00;7059109,00;Non;10131,00;1917,00;14472476
16;24;13;21/12/2017;21/03/2022;3776;18752;Pour vente ;1440;70; Pour vente;283132,00;4912992,00;Non;11910,00;1755,00;14979383
14;236;20;22/12/2017;22/03/2022;1723;15170;Pour vente ;1596;92; Pour vente;257842,00;6188355,00;Non;14535,00;1413,00;11171227
9;161;16;23/12/2017;23/03/2022;1592;19591;Pour vente ;488;52; Pour vente;252346,00;3734727,00;Non;13206,00;1204,00;17470888
4;144;13;24/12/2017;24/03/2022;3138;14032;Pour vente ;1979;54; Pour vente;260899,00;3837583,00;Non;17449,00;1887,00;19229778
13;116;20;25/12/2017;25/03/2022;3960;11414;Pour vente ;1719;20; Pour vente;276290,00;3126287,00;Non;10579,00;1080,00;10348455
7;102;11;26/12/2017;26/03/2022;1740;12550;Pour vente ;910;90; Pour vente;260170,00;3498623,00;Non;13939,00;1165,00;15979390
7;134;20;27/12/2017;27/03/2022;1694;13472;Pour vente ;1524;83; Pour vente;280380,00;5035907,00;Non;18423,00;1937,00;10538371
16;51;16;28/12/2017;28/03/2022;2459;18837;Pour vente ;781;22; Pour vente;268002,00;6147297,00;Non;15967,00;1399,00;14308068
17;168;15;29/12/2017;29/03/2022;2340;19711;Pour vente ;868;75; Pour vente;279692,00;3414865,00;Non;15257,00;1499,00;18208962
6;216;17;30/12/2017;30/03/2022;3476;16268;Pour vente ;317;36; Pour vente;281754,00;2586489,00;Non;13035,00;1503,00;18774597
11;131;19;31/12/2017;31/03/2022;3185;18103;Pour vente ;316;74; Pour vente;262873,00;2119272,00;Non;15424,00;1872,00;12173329
10;41;18;01/01/2018;01/04/2022;2649;10978;Pour vente ;1581;38; Pour vente;292409,00;7896734,00;Non;13470,00;1623,00;15149677
6;22;15;02/01/2018;02/04/2022;3872;18098;Pour vente ;2108;80; Pour vente;250247,00;6600502,00;Non;10805,00;1720,00;12714813
20;25;17;03/01/2018;03/04/2022;3296;19541;Pour vente ;738;53; Pour vente;255715,00;2225158,00;Non;13281,00;1264,00;16614662
9;99;19;04/01/2018;04/04/2022;3456;15559;Pour vente ;1111;62; Pour vente;290036,00;5116205,00;Non;19222,00;1844,00;12454526
6;77;20;05/01/2018;05/04/2022;3511;18555;Pour vente ;2087;80; Pour vente;268544,00;5667724,00;Non;15219,00;1660,00;19674743
12;141;16;06/01/2018;06/04/2022;3945;11735;Pour vente ;1198;62; Pour vente;270916,00;2070819,00;Non;12246,00;1667,00;10385557
12;159;19;07/01/2018;07/04/2022;3792;17762;Pour vente ;840;30; Pour vente;277916,00;5334174,00;Non;16699,00;1045,00;14590669
8;115;14;08/01/2018;08/04/2022;1812;15614;Pour vente ;729;73; Pour vente;283457,00;6810547,00;Non;12836,00;1409,00;19370965
15;125;20;09/01/2018;09/04/2022;3719;12545;Pour vente ;1891;28; Pour vente;291983,00;5606556,00;Non;15251,00;1499,00;19951181
10;127;18;10/01/2018;10/04/2022;1914;17709;Pour vente ;1187;49; Pour vente;299248,00;4650769,00;Non;19770,00;1052,00;15643152
13;176;18;11/01/2018;11/04/2022;1479;19841;Pour vente ;1033;41; Pour vente;298007,00;3341538,00;Non;19297,00;1247,00;10442242
20;123;10;12/01/2018;12/04/2022;3694;13478;Pour vente ;2511;80; Pour vente;287689,00;5507934,00;Non;17874,00;1281,00;15758802
16;64;16;13/01/2018;13/04/2022;3178;11880;Pour vente ;149;56; Pour vente;273586,00;4003017,00;Non;19847,00;1256,00;12813676
9;195;18;14/01/2018;14/04/2022;3944;12626;Pour vente ;2316;81; Pour vente;290093,00;3898020,00;Non;17853,00;1260,00;15792579
1;80;13;15/01/2018;15/04/2022;2134;18371;Pour vente ;1259;45; Pour vente;273793,00;5069329,00;Non;19647,00;1661,00;16944448
3;225;18;16/01/2018;16/04/2022;3562;11527;Pour vente ;975;86; Pour vente;257637,00;7139540,00;Non;14184,00;1859,00;13751129
19;137;15;17/01/2018;17/04/2022;3169;16336;Pour vente ;1532;59; Pour vente;276791,00;4161413,00;Non;18097,00;1647,00;10755739
7;130;14;18/01/2018;18/04/2022;3159;11221;Pour vente ;1054;45; Pour vente;265545,00;3845579,00;Non;11101,00;1999,00;19886735
8;133;20;19/01/2018;19/04/2022;2456;10007;Pour vente ;1614;61; Pour vente;295560,00;4879003,00;Non;11388,00;1096,00;13709886
3;46;18;20/01/2018;20/04/2022;2205;11682;Pour vente ;975;53; Pour vente;282494,00;4474297,00;Non;17599,00;1392,00;17698700
1;72;13;21/01/2018;21/04/2022;1610;17030;Pour vente ;1382;63; Pour vente;267050,00;6816644,00;Non;19490,00;1883,00;13146746
3;112;17;22/01/2018;22/04/2022;3985;17339;Pour vente ;1655;36; Pour vente;275197,00;5707758,00;Non;11454,00;1495,00;10408552
3;41;14;23/01/2018;23/04/2022;3640;15423;Pour vente ;987;29; Pour vente;291056,00;2381187,00;Non;15535,00;1404,00;19902468
18;53;17;24/01/2018;24/04/2022;2541;18773;Pour vente ;148;85; Pour vente;262074,00;2505244,00;Non;11434,00;1382,00;15798814
2;241;12;25/01/2018;25/04/2022;3842;18089;Pour vente ;1282;73; Pour vente;251333,00;3211502,00;Non;14947,00;1054,00;12465359
15;178;15;26/01/2018;26/04/2022;3047;18643;Pour vente ;1042;57; Pour vente;261101,00;2959907,00;Non;10831,00;1443,00;13686320
18;15;13;27/01/2018;27/04/2022;1645;16692;Pour vente ;1849;76; Pour vente;272358,00;4493677,00;Non;17606,00;1911,00;15952436
9;15;19;28/01/2018;28/04/2022;2017;11501;Pour vente ;1471;86; Pour vente;284791,00;7156714,00;Non;17798,00;1935,00;12024014
20;164;10;29/01/2018;29/04/2022;1560;15094;Pour vente ;490;45; Pour vente;280367,00;2073672,00;Non;19480,00;1607,00;14390327
17;161;18;30/01/2018;30/04/2022;2118;15672;Pour vente ;1899;92; Pour vente;252471,00;2759825,00;Non;13207,00;1755,00;13870058
17;135;13;31/01/2018;01/05/2022;2064;13762;Pour vente ;1227;22; Pour vente;293866,00;3972774,00;Non;10623,00;1527,00;15614823
19;156;20;01/02/2018;02/05/2022;1909;11413;Pour vente ;1897;60; Pour vente;267755,00;4930889,00;Non;18811,00;1445,00;14754588
2;139;15;02/02/2018;03/05/2022;2085;17289;Pour vente ;1347;21; Pour vente;254899,00;6255694,00;Non;10167,00;1731,00;11298823
14;25;19;03/02/2018;04/05/2022;3445;15448;Pour vente ;1058;84; Pour vente;270405,00;3619239,00;Non;12927,00;1395,00;15655658
9;46;14;04/02/2018;05/05/2022;3169;10188;Pour vente ;883;74; Pour vente;288011,00;6630344,00;Non;10988,00;1893,00;11665935
10;108;13;05/02/2018;06/05/2022;1368;17647;Pour vente ;2061;46; Pour vente;253585,00;4563672,00;Non;14231,00;1968,00;15548420
8;148;13;06/02/2018;07/05/2022;2101;15894;Pour vente ;1398;43; Pour vente;290202,00;2905082,00;Non;10388,00;1422,00;15243825
4;185;14;07/02/2018;08/05/2022;1617;11785;Pour vente ;443;67; Pour vente;259911,00;4457028,00;Non;12960,00;1474,00;10629194
10;241;19;08/02/2018;09/05/2022;3136;19729;Pour vente ;1672;77; Pour vente;268114,00;5169953,00;Non;13265,00;1219,00;19623791
12;109;14;09/02/2018;10/05/2022;2550;15958;Pour vente ;1075;51; Pour vente;262196,00;3527137,00;Non;18795,00;1954,00;14563343
20;59;13;10/02/2018;11/05/2022;3774;12014;Pour vente ;149;66; Pour vente;284544,00;2513809,00;Non;17969,00;1355,00;19780302
20;200;18;11/02/2018;12/05/2022;2822;14644;Pour vente ;1498;31; Pour vente;291622,00;5390481,00;Non;19599,00;1000,00;11214360
15;152;20;12/02/2018;13/05/2022;2771;16915;Pour vente ;1067;95; Pour vente;299836,00;5829341,00;Non;16078,00;1067,00;13604620
11;98;11;13/02/2018;14/05/2022;1578;14867;Pour vente ;419;28; Pour vente;276581,00;3364905,00;Non;12050,00;1875,00;16175156
15;21;16;14/02/2018;15/05/2022;2668;13259;Pour vente ;1115;78; Pour vente;267323,00;4208519,00;Non;18162,00;1727,00;13107865
12;57;19;15/02/2018;16/05/2022;2650;10557;Pour vente ;349;95; Pour vente;260605,00;3927507,00;Non;18153,00;1265,00;16244844
12;11;13;16/02/2018;17/05/2022;2072;13871;Pour vente ;1124;67; Pour vente;262443,00;3099458,00;Non;15153,00;1485,00;12016118
12;93;19;17/02/2018;18/05/2022;2378;17476;Pour vente ;129;27; Pour vente;299674,00;5036668,00;Non;12583,00;1749,00;19787541
9;115;13;18/02/2018;19/05/2022;1507;13925;Pour vente ;2189;58; Pour vente;253813,00;3004006,00;Non;19450,00;1299,00;19448261
12;160;19;19/02/2018;20/05/2022;2491;16838;Pour vente ;2143;40; Pour vente;286555,00;3983576,00;Non;11348,00;1933,00;17064152
7;39;19;20/02/2018;21/05/2022;3329;10519;Pour vente ;930;100; Pour vente;298771,00;5392635,00;Non;16074,00;1524,00;13251313
7;82;19;21/02/2018;22/05/2022;3464;19626;Pour vente ;2519;47; Pour vente;270347,00;3135542,00;Non;12060,00;1081,00;14413137
15;22;13;22/02/2018;23/05/2022;1568;17126;Pour vente ;1233;89; Pour vente;280347,00;2970292,00;Non;17478,00;1328,00;14007581
14;214;12;23/02/2018;24/05/2022;3616;18965;Pour vente ;1042;71; Pour vente;262871,00;5848184,00;Non;11933,00;1596,00;12206039
10;112;14;24/02/2018;25/05/2022;3556;19094;Pour vente ;671;20; Pour vente;271719,00;5211079,00;Non;14653,00;1549,00;16571134
7;61;12;25/02/2018;26/05/2022;2105;16339;Pour vente ;2352;73; Pour vente;260281,00;4723321,00;Non;14311,00;1360,00;17178378
12;16;11;26/02/2018;27/05/2022;2455;11851;Pour vente ;1080;26; Pour vente;252596,00;7131939,00;Non;11286,00;1925,00;12996403
18;244;11;27/02/2018;28/05/2022;3026;19651;Pour vente ;1690;38; Pour vente;299606,00;3270980,00;Non;15887,00;1554,00;19779886
10;27;18;28/02/2018;29/05/2022;2033;10527;Pour vente ;755;50; Pour vente;291510,00;3327187,00;Non;14469,00;1969,00;18649465
17;256;20;01/03/2018;30/05/2022;2335;16115;Pour vente ;272;98; Pour vente;264894,00;4406624,00;Non;12855,00;1544,00;19380559
1;102;16;02/03/2018;31/05/2022;3808;11624;Pour vente ;1136;98; Pour vente;257820,00;5667973,00;Non;10024,00;1125,00;15756231
16;138;10;03/03/2018;01/06/2022;3264;19696;Pour vente ;755;66; Pour vente;262860,00;7054642,00;Non;19898,00;1101,00;16197934
15;50;10;04/03/2018;02/06/2022;1882;17779;Pour vente ;1700;23; Pour vente;275199,00;7296545,00;Non;18200,00;1015,00;15512043
4;139;18;05/03/2018;03/06/2022;2608;10361;Pour vente ;1760;100; Pour vente;274430,00;5719291,00;Non;11861,00;1637,00;17346917
6;34;18;06/03/2018;04/06/2022;2729;19832;Pour vente ;1666;21; Pour vente;292103,00;5229304,00;Non;18353,00;1642,00;11272885
18;182;13;07/03/2018;05/06/2022;3895;12389;Pour vente ;597;88; Pour vente;262331,00;3055175,00;Non;17104,00;1184,00;15118663
16;250;19;08/03/2018;06/06/2022;2076;18701;Pour vente ;742;23; Pour vente;269613,00;6001763,00;Non;12605,00;1047,00;15268526
20;173;15;09/03/2018;07/06/2022;3560;10563;Pour vente ;1730;96; Pour vente;290759,00;7586252,00;Non;10372,00;1559,00;16905444
6;160;15;10/03/2018;08/06/2022;1858;11076;Pour vente ;432;98; Pour vente;267755,00;2432254,00;Non;18498,00;1929,00;14113581
18;192;10;11/03/2018;09/06/2022;3195;15819;Pour vente ;1711;68; Pour vente;295215,00;5935469,00;Non;10108,00;1466,00;10633677
15;60;15;12/03/2018;10/06/2022;2504;16303;Pour vente ;442;62; Pour vente;293093,00;2215064,00;Non;13047,00;1224,00;13075112
17;101;18;13/03/2018;11/06/2022;3008;19903;Pour vente ;1831;42; Pour vente;271178,00;7967658,00;Non;18775,00;1065,00;10394959
1;233;18;14/03/2018;12/06/2022;1489;11876;Pour vente ;694;74; Pour vente;286276,00;5758666,00;Non;16808,00;1880,00;14617330
5;112;19;15/03/2018;13/06/2022;3617;10267;Pour vente ;1184;33; Pour vente;260046,00;3004781,00;Non;13237,00;1338,00;13651440
8;192;18;16/03/2018;14/06/2022;2449;14666;Pour vente ;1018;42; Pour vente;297101,00;7913305,00;Non;10992,00;1171,00;13956647
7;30;12;17/03/2018;15/06/2022;2066;12020;Pour vente ;2464;27; Pour vente;265635,00;6272656,00;Non;16968,00;1105,00;13022144
2;92;13;18/03/2018;16/06/2022;2249;12950;Pour vente ;856;99; Pour vente;253856,00;3006909,00;Non;10402,00;1575,00;10410051
18;141;19;19/03/2018;17/06/2022;1939;19009;Pour vente ;772;45; Pour vente;268004,00;4631627,00;Non;12201,00;1428,00;14582797
12;98;20;20/03/2018;18/06/2022;2277;15578;Pour vente ;287;21; Pour vente;276805,00;7237316,00;Non;14996,00;1463,00;15793262
3;12;12;21/03/2018;19/06/2022;1497;12973;Pour vente ;802;53; Pour vente;253638,00;2086473,00;Non;17107,00;1020,00;11169309
12;46;10;22/03/2018;20/06/2022;1551;12532;Pour vente ;2293;90; Pour vente;288542,00;4391069,00;Non;18382,00;1854,00;10880792
6;219;19;23/03/2018;21/06/2022;3852;17370;Pour vente ;1631;53; Pour vente;264001,00;2220927,00;Non;11528,00;1143,00;13065812
14;228;15;24/03/2018;22/06/2022;3675;17791;Pour vente ;562;65; Pour vente;281404,00;5420642,00;Non;10660,00;1983,00;17384125
15;195;18;25/03/2018;23/06/2022;2998;12970;Pour vente ;2104;21; Pour vente;293588,00;7277233,00;Non;16852,00;1815,00;12049722
6;14;15;26/03/2018;24/06/2022;2117;18943;Pour vente ;631;36; Pour vente;263321,00;5822296,00;Non;13106,00;1151,00;13950949
4;116;12;27/03/2018;25/06/2022;3966;18271;Pour vente ;1488;87; Pour vente;290537,00;6925791,00;Non;11398,00;1596,00;17799396
6;230;14;28/03/2018;26/06/2022;1900;12858;Pour vente ;1636;89; Pour vente;270149,00;5464663,00;Non;16782,00;1025,00;11896845
15;153;10;29/03/2018;27/06/2022;2698;12105;Pour vente ;1856;94; Pour vente;279130,00;5803522,00;Non;16156,00;1599,00;11990080
6;157;19;30/03/2018;28/06/2022;3727;10022;Pour vente ;604;56; Pour vente;267041,00;3272564,00;Non;16972,00;1413,00;16564571
14;186;18;31/03/2018;29/06/2022;2181;19725;Pour vente ;1093;86; Pour vente;293016,00;7624292,00;Non;17221,00;1212,00;10425188
10;10;20;01/04/2018;30/06/2022;2077;14743;Pour vente ;904;47; Pour vente;289875,00;3597304,00;Non;19709,00;1417,00;15646465
9;230;11;02/04/2018;01/07/2022;2114;14037;Pour vente ;402;37; Pour vente;283064,00;6233838,00;Non;19012,00;1021,00;13166384
2;176;19;03/04/2018;02/07/2022;3646;14935;Pour vente ;735;80; Pour vente;262479,00;5220614,00;Non;12230,00;1975,00;10009110
7;188;18;04/04/2018;03/07/2022;1904;12459;Pour vente ;2408;48; Pour vente;283490,00;2170597,00;Non;17764,00;1821,00;12272786
3;142;20;05/04/2018;04/07/2022;3303;15644;Pour vente ;358;70; Pour vente;264872,00;6631785,00;Non;18355,00;1506,00;14604000
11;236;19;06/04/2018;05/07/2022;3813;16911;Pour vente ;357;26; Pour vente;263669,00;2173031,00;Non;10574,00;1135,00;13370460
2;168;16;07/04/2018;06/07/2022;3828;14680;Pour vente ;1118;96; Pour vente;290527,00;2809498,00;Non;15692,00;1110,00;17720821
16;173;12;08/04/2018;07/07/2022;1389;18549;Pour vente ;2243;29; Pour vente;296124,00;6192272,00;Non;18187,00;1827,00;11198090
8;103;13;09/04/2018;08/07/2022;2528;12226;Pour vente ;2178;22; Pour vente;253086,00;2251484,00;Non;11662,00;1925,00;18986878
18;66;10;10/04/2018;09/07/2022;3447;18956;Pour vente ;743;55; Pour vente;256511,00;5557582,00;Non;15167,00;1854,00;10401511
17;250;16;11/04/2018;10/07/2022;2996;10941;Pour vente ;878;91; Pour vente;275838,00;4476609,00;Non;17750,00;1274,00;12500454
12;12;20;12/04/2018;11/07/2022;3963;12561;Pour vente ;1369;34; Pour vente;256523,00;3236919,00;Non;17938,00;1712,00;17891667
15;109;15;13/04/2018;12/07/2022;2325;18571;Pour vente ;1785;81; Pour vente;297164,00;5396928,00;Non;15289,00;1589,00;17352812
16;179;10;14/04/2018;13/07/2022;3813;17302;Pour vente ;1322;66; Pour vente;251362,00;5164603,00;Non;15887,00;1453,00;13869523
6;172;15;15/04/2018;14/07/2022;3895;11787;Pour vente ;2373;41; Pour vente;285473,00;7795404,00;Non;19309,00;1485,00;13870265
19;61;13;16/04/2018;15/07/2022;3550;15091;Pour vente ;808;68; Pour vente;272584,00;7292764,00;Non;17507,00;1426,00;19272136
7;130;15;17/04/2018;16/07/2022;2954;12057;Pour vente ;2497;31; Pour vente;273806,00;5600601,00;Non;13510,00;1936,00;17292250
3;253;17;18/04/2018;17/07/2022;3399;11116;Pour vente ;941;100; Pour vente;255762,00;3928081,00;Non;12181,00;1154,00;16720714
8;76;18;19/04/2018;18/07/2022;1851;11599;Pour vente ;2291;29; Pour vente;259344,00;3602591,00;Non;13317,00;1877,00;17790466
9;54;19;20/04/2018;19/07/2022;3518;11970;Pour vente ;295;99; Pour vente;264548,00;4521796,00;Non;17036,00;1369,00;14793001
1;207;16;21/04/2018;20/07/2022;3444;10052;Pour vente ;2282;77; Pour vente;284846,00;3530626,00;Non;11166,00;1167,00;16025120
